Date,Open,High,Low,Close,Adj Close,Volume
2004-08-19,49.676899,51.693783,47.669952,49.845802,49.845802,44994500
2004-08-20,50.178635,54.187561,49.925285,53.805050,53.805050,23005800
2004-08-23,55.017166,56.373344,54.172661,54.346527,54.346527,18393200
2004-08-24,55.260582,55.439419,51.450363,52.096165,52.096165,15361800
2004-08-25,52.140873,53.651051,51.604362,52.657513,52.657513,9257400
2004-08-26,52.135906,53.626213,51.991844,53.606342,53.606342,7148200
2004-08-27,53.700729,53.959049,52.503513,52.732029,52.732029,6258300
2004-08-30,52.299839,52.404160,50.675404,50.675404,50.675404,5235700
2004-08-31,50.819469,51.519913,50.749920,50.854240,50.854240,4954800
2004-09-01,51.018177,51.152302,49.512966,49.801090,49.801090,9206800
2004-09-02,49.274517,50.854240,49.150326,50.427021,50.427021,15232100
2004-09-03,50.148830,50.541279,49.339096,49.681866,49.681866,5191000
2004-09-07,50.178635,50.670437,49.483158,50.461796,50.461796,5891300
2004-09-08,50.044510,51.182110,49.925285,50.819469,50.819469,5023000
2004-09-09,50.933723,51.023144,50.173668,50.824436,50.824436,4092100
2004-09-10,50.471729,52.935703,50.322701,52.324677,52.324677,8764200
2004-09-13,52.970478,53.854729,52.886028,53.402668,53.402668,7902900
2004-09-14,53.377831,55.638126,53.049961,55.384777,55.384777,10910200
2004-09-15,54.922779,56.745922,54.743942,55.638126,55.638126,10793500
2004-09-16,55.807030,57.525848,55.464260,56.616764,56.616764,9335800
2004-09-17,56.840309,58.365391,56.408119,58.365391,58.365391,9543500
2004-09-20,58.097134,60.407108,58.007717,59.294346,59.294346,10708500
2004-09-21,59.517895,59.820923,58.375324,58.539257,58.539257,7282900
2004-09-22,58.320679,59.448345,58.027588,58.807514,58.807514,7638000
2004-09-23,59.036026,60.918781,58.131908,60.019630,60.019630,8599600
2004-09-24,60.079243,61.649033,59.493053,59.527828,59.527828,9191900
2004-09-27,59.393700,60.049435,58.519386,58.747902,58.747902,7119100
2004-09-28,60.258080,63.288372,59.716602,63.020115,63.020115,17056100
2004-09-29,62.940632,67.073753,62.707150,65.116478,65.116478,30745600
2004-09-30,64.530296,65.722542,64.083199,64.381264,64.381264,13861300
2004-10-01,64.977386,66.686272,64.033524,65.861633,65.861633,15238400
2004-10-04,67.188004,67.992775,66.581947,67.093620,67.093620,13120500
2004-10-05,66.894913,68.817406,65.692734,68.737923,68.737923,15085500
2004-10-06,68.330574,68.777664,67.560585,68.097092,68.097092,13481800
2004-10-07,68.017609,69.488045,67.833809,68.976372,68.976372,14221000
2004-10-08,68.911797,69.388695,68.067291,68.419991,68.419991,11152500
2004-10-11,68.057350,68.981346,66.492531,67.192978,67.192978,10550700
2004-10-12,66.785622,68.360382,66.268982,68.256058,68.256058,11753000
2004-10-13,71.196930,71.311188,69.587402,69.994751,69.994751,19914500
2004-10-14,70.049393,70.729973,68.832314,70.541199,70.541199,10520500
2004-10-15,71.996727,72.279892,70.516357,71.589378,71.589378,13293800
2004-10-18,71.137321,74.117935,70.148750,74.098061,74.098061,14141700
2004-10-19,74.763733,75.707596,73.198914,73.492004,73.492004,18245900
2004-10-20,73.536713,74.013611,69.348953,69.791077,69.791077,22893300
2004-10-21,71.733444,74.579933,70.352425,74.207352,74.207352,29368600
2004-10-22,84.718987,89.502869,81.509857,85.657875,85.657875,74263500
2004-10-25,87.630051,96.586800,85.717491,93.094513,93.094513,65954500
2004-10-26,92.567932,95.697578,89.418419,90.312607,90.312607,44904300
2004-10-27,90.769630,94.147659,90.297699,92.384132,92.384132,26886700
2004-10-28,92.736839,96.566925,92.200325,96.025444,96.025444,29886600
2004-10-29,98.802383,99.328964,94.684174,94.704041,94.704041,42600200
2004-11-01,96.149643,98.196327,95.017006,97.381630,97.381630,24608700
2004-11-02,98.747742,98.981224,96.045319,96.805374,96.805374,22840000
2004-11-03,98.449677,100.148628,94.758682,95.215714,95.215714,27957900
2004-11-04,93.611153,94.584816,91.082596,91.753235,91.753235,29006600
2004-11-05,90.402023,90.560989,83.730415,84.127831,84.127831,39924100
2004-11-08,84.912727,87.153152,84.152664,85.717491,85.717491,22529100
2004-11-09,86.487480,87.033928,82.101013,83.804932,83.804932,22272300
2004-11-10,84.783562,85.702591,82.627586,83.387642,83.387642,21426400
2004-11-11,84.018539,91.281303,83.243584,90.918663,90.918663,30165800
2004-11-12,92.016518,94.286758,88.126823,90.411957,90.411957,33709900
2004-11-15,89.641968,93.551537,88.797455,91.837685,91.837685,23957800
2004-11-16,88.176498,89.155128,84.863045,85.712524,85.712524,42106800
